seed,hardware_transition,baseline_experiment_id,locked_experiment_id,baseline_pass,locked_pass,baseline_abort_reason,locked_abort_reason,locked_abort_reason_name,feature,metric,family,lane,bit,control_bit,scope,baseline_value_ps,locked_value_ps,delta_ps,baseline_abs_ps,locked_abs_ps,delta_abs_ps,baseline_sign,locked_sign,sign_flip,abs_improved,abs_worsened
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,2,dqs_vs_dq_bit,22,739,717,22,739,717,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,3,dqs_vs_dq_bit,250,-52,-302,250,52,-198,positive,negative,True,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,4,dqs_vs_dq_bit,-48,523,571,48,523,475,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,0,dqs_vs_dq_bit,101,-41,-142,101,41,-60,positive,negative,True,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,1,dqs_vs_dq_bit,23,586,563,23,586,563,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,2,dqs_vs_dq_bit,198,614,416,198,614,416,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,3,dqs_vs_dq_bit,207,234,27,207,234,27,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,4,dqs_vs_dq_bit,-163,752,915,163,752,589,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,0,dqs_vs_dq_bit,-146,-296,-150,146,296,150,negative,negative,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,1,dqs_vs_dq_bit,-239,596,835,239,596,357,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,2,dqs_vs_dq_bit,158,836,678,158,836,678,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,3,dqs_vs_dq_bit,253,-143,-396,253,143,-110,positive,negative,True,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,4,dqs_vs_dq_bit,8,436,428,8,436,428,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq13__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq13,0,dqs_vs_dq_bit,-120,-125,-5,120,125,5,negative,negative,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq13__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq13,1,dqs_vs_dq_bit,-68,584,652,68,584,516,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq13__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq13,2,dqs_vs_dq_bit,142,849,707,142,849,707,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq13__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq13,3,dqs_vs_dq_bit,123,150,27,123,150,27,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq13__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq13,4,dqs_vs_dq_bit,-107,664,771,107,664,557,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,0,dqs_vs_dq_bit,-59,-133,-74,59,133,74,negative,negative,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,1,dqs_vs_dq_bit,-331,510,841,331,510,179,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,2,dqs_vs_dq_bit,-49,831,880,49,831,782,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,3,dqs_vs_dq_bit,301,-146,-447,301,146,-155,positive,negative,True,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,4,dqs_vs_dq_bit,-76,347,423,76,347,271,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,0,dqs_vs_dq_bit,-148,87,235,148,87,-61,negative,positive,True,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,1,dqs_vs_dq_bit,-43,1100,1143,43,1100,1057,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,2,dqs_vs_dq_bit,160,813,653,160,813,653,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,3,dqs_vs_dq_bit,250,372,122,250,372,122,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,4,dqs_vs_dq_bit,314,891,577,314,891,577,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,0,dqs_vs_dq_bit,-118,-217,-99,118,217,99,negative,negative,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,1,dqs_vs_dq_bit,-422,678,1100,422,678,256,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,2,dqs_vs_dq_bit,117,747,630,117,747,630,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,3,dqs_vs_dq_bit,215,-237,-452,215,237,22,positive,negative,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,4,dqs_vs_dq_bit,-84,260,344,84,260,176,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,0,dqs_vs_dq_bit,20,41,21,20,41,21,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,1,dqs_vs_dq_bit,-129,936,1065,129,936,807,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,2,dqs_vs_dq_bit,76,722,646,76,722,646,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,3,dqs_vs_dq_bit,223,288,65,223,288,65,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,4,dqs_vs_dq_bit,230,803,573,230,803,573,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_0__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,0,dqs_vs_dq_lane,-95,90.5,185.5,95,90.5,-4.5,negative,positive,True,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_1__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,1,dqs_vs_dq_lane,-37.5,548.5,586,37.5,548.5,511,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_2__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,2,dqs_vs_dq_lane,68,828,760,68,828,760,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_3__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,3,dqs_vs_dq_lane,152,286,134,152,286,134,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_4__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,4,dqs_vs_dq_lane,401.5,453.5,52,401.5,453.5,52,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_0__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,0,dqs_vs_dq_lane,-119,-129,-10,119,129,10,negative,negative,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_1__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,1,dqs_vs_dq_lane,-142,597.5,739.5,142,597.5,455.5,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_2__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,2,dqs_vs_dq_lane,129.5,780,650.5,129.5,780,650.5,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_3__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,3,dqs_vs_dq_lane,236.5,49,-187.5,236.5,49,-187.5,positive,positive,False,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_4__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,4,dqs_vs_dq_lane,-62,593.5,655.5,62,593.5,531.5,negative,positive,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dq,-147,-122.5,24.5,147,122.5,-24.5,negative,negative,False,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,1,lane1_vs_lane0_dq,-98.5,-363,-264.5,98.5,363,264.5,negative,negative,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,2,lane1_vs_lane0_dq,-335.5,-302,33.5,335.5,302,-33.5,negative,negative,False,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,3,lane1_vs_lane0_dq,-288.5,-196,92.5,288.5,196,-92.5,negative,negative,False,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dq,-28.5,-408,-379.5,28.5,408,379.5,negative,negative,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dqs,-171,-342,-171,171,342,171,negative,negative,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,1,lane1_vs_lane0_dqs,-203,-314,-111,203,314,111,negative,negative,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,2,lane1_vs_lane0_dqs,-274,-350,-76,274,350,76,negative,negative,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,3,lane1_vs_lane0_dqs,-204,-433,-229,204,433,229,negative,negative,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dqs,-492,-268,224,492,268,-224,negative,negative,False,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane0,dqs0,,dqs_vs_dq_lane,-44,-1.5,42.5,44,1.5,-42.5,negative,negative,False,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane1,dqs1,,dqs_vs_dq_lane,-64.5,48,112.5,64.5,48,-16.5,negative,positive,True,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,0,ld_vs_cntvaluein_dq_lane,263,-127,-390,263,127,-136,positive,negative,True,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_1__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,1,ld_vs_cntvaluein_dq_lane,394.5,-317,-711.5,394.5,317,-77.5,positive,negative,True,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_2__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,2,ld_vs_cntvaluein_dq_lane,114,66.5,-47.5,114,66.5,-47.5,positive,positive,False,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,3,ld_vs_cntvaluein_dq_lane,188,-568.5,-756.5,188,568.5,380.5,positive,negative,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_4__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,4,ld_vs_cntvaluein_dq_lane,220.5,-295,-515.5,220.5,295,74.5,positive,negative,True,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,0,ld_vs_cntvaluein_dq_lane,433.5,285,-148.5,433.5,285,-148.5,positive,positive,False,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_1__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,1,ld_vs_cntvaluein_dq_lane,516.5,335.5,-181,516.5,335.5,-181,positive,positive,False,True,False
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_2__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,2,ld_vs_cntvaluein_dq_lane,473,658,185,473,658,185,positive,positive,False,False,True
11,fail_to_pass,baseline-no-lock-seed-11,cntvaluein3-skew-locked-seed11,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,3,ld_vs_cntvaluein_dq_lane,500,-83,-583,500,83,-417,positive,negative,True,True,False
